source,airline,origin,destination,travel_date,booking_date,departure_time,arrival_time,stops,duration_minutes,cabin_class,fare,currency,days_left,collected_at
demo,AirAsia India,BOM,MAA,2023-12-03,2023-10-17,12:00,14:00,0,120,Economy,3565.0,INR,47,2026-09-05 15:43:33.409509
demo,Go First,JAI,BOM,2023-09-17,2023-09-01,16:00,18:00,0,120,Economy,5097.0,INR,16,2026-09-05 15:43:33.409509
demo,Go First,AMD,DEL,2024-03-12,2023-12-21,18:00,19:20,0,80,Economy,3104.0,INR,82,2026-09-05 15:43:33.410024
demo,SpiceJet,HYD,BOM,2024-04-06,2024-02-22,16:00,17:30,0,90,Business,10112.0,INR,44,2026-09-05 15:43:33.410024
demo,SpiceJet,DEL,BLR,2023-12-26,2023-11-12,20:00,01:11,2,311,Economy,3912.0,INR,44,2026-09-05 15:43:33.410024
demo,Air India,DEL,HYD,2024-02-03,2023-12-27,06:00,09:20,1,200,Economy,5276.0,INR,38,2026-09-05 15:43:33.410024
demo,AirAsia India,JAI,BOM,2023-05-28,2023-04-01,20:00,00:34,2,274,Economy,2856.0,INR,57,2026-09-05 15:43:33.410024
demo,Go First,BOM,HYD,2024-06-08,2024-05-06,22:00,23:30,0,90,Economy,3606.0,INR,33,2026-09-05 15:43:33.410024
demo,Vistara,BLR,HYD,2023-07-29,2023-05-24,10:00,11:47,1,107,Economy,3141.0,INR,66,2026-09-05 15:43:33.410539
demo,IndiGo,BLR,HYD,2023-07-16,2023-05-12,08:00,09:10,0,70,Business,7770.0,INR,65,2026-09-05 15:43:33.410539
demo,Akasa Air,MAA,BOM,2024-06-22,2024-04-24,08:00,10:30,1,150,Economy,3409.0,INR,59,2026-09-05 15:43:33.410539
demo,IndiGo,BOM,BLR,2023-05-28,2023-03-25,18:00,21:06,1,186,Premium Economy,5020.0,INR,64,2026-09-05 15:43:33.410539
demo,Akasa Air,DEL,HYD,2023-11-18,2023-10-06,08:00,10:30,0,150,Business,13376.0,INR,43,2026-09-05 15:43:33.410539
demo,Akasa Air,DEL,BOM,2024-01-30,2023-11-29,10:00,13:34,1,214,Economy,3244.0,INR,62,2026-09-05 15:43:33.410539
demo,AirAsia India,BOM,BLR,2023-08-30,2023-08-01,18:00,20:15,1,135,Economy,4067.0,INR,29,2026-09-05 15:43:33.410539
demo,SpiceJet,DEL,CCU,2023-10-25,2023-09-28,10:00,12:51,1,171,Premium Economy,8705.0,INR,27,2026-09-05 15:43:33.411053
demo,Air India,CCU,BOM,2023-06-05,2023-04-05,16:00,19:00,0,180,Economy,5237.0,INR,61,2026-09-05 15:43:33.411053
demo,IndiGo,BOM,BLR,2023-01-14,2022-10-31,18:00,20:54,1,174,Economy,2774.0,INR,75,2026-09-05 15:43:33.411053
demo,Vistara,CCU,BOM,2024-05-04,2024-03-04,18:00,22:21,1,261,Economy,4736.0,INR,61,2026-09-05 15:43:33.411053
demo,Air India,DEL,CCU,2024-04-11,2024-04-08,16:00,18:15,0,135,Economy,10165.0,INR,3,2026-09-05 15:43:33.411053
demo,IndiGo,BOM,MAA,2023-12-25,2023-11-29,16:00,19:24,1,204,Economy,3280.0,INR,26,2026-09-05 15:43:33.411053
demo,Vistara,BLR,DEL,2024-03-23,2024-03-19,16:00,18:45,0,165,Economy,10874.0,INR,4,2026-09-05 15:43:33.411053
demo,IndiGo,MAA,BOM,2024-04-08,2024-03-13,18:00,20:44,1,164,Economy,4901.0,INR,26,2026-09-05 15:43:33.411568
demo,Vistara,HYD,BOM,2023-03-07,2023-03-01,06:00,07:30,0,90,Economy,9371.0,INR,6,2026-09-05 15:43:33.411568
demo,SpiceJet,AMD,DEL,2023-01-22,2022-12-13,06:00,07:20,0,80,Economy,2813.0,INR,40,2026-09-05 15:43:33.411568
demo,Go First,MAA,BOM,2023-10-22,2023-10-04,12:00,15:14,1,194,Economy,4438.0,INR,18,2026-09-05 15:43:33.411568
demo,SpiceJet,DEL,BLR,2023-03-26,2023-02-14,10:00,12:45,0,165,Business,13968.0,INR,40,2026-09-05 15:43:33.411568
demo,SpiceJet,BLR,HYD,2023-02-24,2022-12-20,16:00,17:10,0,70,Economy,2513.0,INR,66,2026-09-05 15:43:33.411568
demo,IndiGo,GOI,BOM,2023-01-30,2022-12-15,06:00,07:15,0,75,Economy,3162.0,INR,46,2026-09-05 15:43:33.411568
demo,SpiceJet,BLR,HYD,2023-09-08,2023-07-15,12:00,14:22,1,142,Business,6814.0,INR,55,2026-09-05 15:43:33.412084
demo,AirAsia India,BLR,BOM,2023-04-11,2023-02-01,08:00,09:45,0,105,Premium Economy,5489.0,INR,69,2026-09-05 15:43:33.412084
demo,Akasa Air,DEL,CCU,2023-05-19,2023-02-20,08:00,10:15,0,135,Economy,3139.0,INR,88,2026-09-05 15:43:33.412084
demo,Go First,BOM,HYD,2024-05-31,2024-05-08,16:00,18:32,1,152,Economy,4037.0,INR,23,2026-09-05 15:43:33.412084
demo,Go First,DEL,BLR,2023-05-21,2023-04-24,16:00,18:45,0,165,Economy,5214.0,INR,27,2026-09-05 15:43:33.412084
demo,Akasa Air,MAA,BOM,2023-10-05,2023-08-24,08:00,11:11,1,191,Economy,3164.0,INR,42,2026-09-05 15:43:33.412084
demo,Akasa Air,BOM,DEL,2024-06-15,2024-05-10,12:00,14:15,0,135,Business,12650.0,INR,36,2026-09-05 15:43:33.412084
demo,AirAsia India,DEL,BOM,2023-08-22,2023-06-28,16:00,19:32,1,212,Economy,3539.0,INR,55,2026-09-05 15:43:33.412587
demo,Air India,DEL,BLR,2023-03-25,2023-01-29,08:00,11:39,1,219,Economy,4921.0,INR,55,2026-09-05 15:43:33.412587
demo,IndiGo,GOI,DEL,2023-06-23,2023-04-30,06:00,08:15,0,135,Economy,5082.0,INR,54,2026-09-05 15:43:33.412587
demo,Go First,BOM,DEL,2023-03-22,2023-03-18,18:00,20:58,1,178,Economy,6783.0,INR,4,2026-09-05 15:43:33.412587
demo,Vistara,CCU,BOM,2024-01-19,2023-11-27,16:00,20:02,1,242,Economy,5880.0,INR,53,2026-09-05 15:43:33.412587
demo,AirAsia India,BOM,HYD,2023-05-15,2023-03-18,18:00,22:04,2,244,Economy,2650.0,INR,58,2026-09-05 15:43:33.412587
demo,IndiGo,HYD,BOM,2023-12-08,2023-10-21,10:00,11:30,0,90,Economy,3785.0,INR,48,2026-09-05 15:43:33.412587
demo,Air India,BOM,HYD,2023-11-01,2023-09-29,10:00,12:53,1,173,Economy,4154.0,INR,33,2026-09-05 15:43:33.412587
demo,Go First,MAA,DEL,2023-10-12,2023-08-07,16:00,19:46,1,226,Economy,4253.0,INR,66,2026-09-05 15:43:33.412587
demo,Air India,DEL,BOM,2023-07-29,2023-05-18,20:00,23:14,1,194,Economy,3278.0,INR,72,2026-09-05 15:43:33.412587
demo,AirAsia India,GOI,DEL,2024-04-04,2024-01-17,06:00,09:34,1,214,Premium Economy,6869.0,INR,78,2026-09-05 15:43:33.412587
demo,Vistara,MAA,BOM,2023-09-24,2023-09-19,20:00,23:20,2,200,Business,24293.0,INR,5,2026-09-05 15:43:33.412587
demo,Vistara,DEL,HYD,2023-01-09,2022-10-20,16:00,18:30,0,150,Economy,5311.0,INR,81,2026-09-05 15:43:33.412587
demo,Air India,HYD,BOM,2024-01-23,2023-11-10,18:00,19:30,0,90,Business,12205.0,INR,74,2026-09-05 15:43:33.412587
demo,IndiGo,CCU,BOM,2023-07-19,2023-06-03,22:00,01:00,0,180,Economy,5656.0,INR,46,2026-09-05 15:43:33.413590
demo,Go First,BLR,HYD,2023-08-20,2023-05-26,16:00,17:58,1,118,Economy,2295.0,INR,86,2026-09-05 15:43:33.413590
demo,Akasa Air,HYD,BOM,2023-07-31,2023-05-24,20:00,00:20,2,260,Economy,2141.0,INR,68,2026-09-05 15:43:33.413590
demo,Akasa Air,HYD,BOM,2024-02-18,2023-12-22,10:00,11:30,0,90,Business,10643.0,INR,58,2026-09-05 15:43:33.413590
demo,SpiceJet,BOM,DEL,2024-04-01,2024-02-23,12:00,14:15,0,135,Economy,4197.0,INR,38,2026-09-05 15:43:33.413590
demo,Akasa Air,AMD,DEL,2024-03-13,2023-12-15,14:00,15:20,0,80,Business,8898.0,INR,89,2026-09-05 15:43:33.413590
demo,Vistara,MAA,BOM,2023-08-03,2023-05-19,06:00,08:49,1,169,Premium Economy,7910.0,INR,76,2026-09-05 15:43:33.413590
demo,IndiGo,DEL,MAA,2023-09-19,2023-09-11,14:00,17:58,1,238,Economy,5421.0,INR,8,2026-09-05 15:43:33.413590
demo,Go First,MAA,DEL,2024-05-10,2024-04-18,06:00,10:26,1,266,Business,16227.0,INR,22,2026-09-05 15:43:33.413590
demo,IndiGo,BOM,BLR,2023-04-17,2023-04-13,06:00,08:44,1,164,Business,20685.0,INR,4,2026-09-05 15:43:33.413590
demo,SpiceJet,GOI,BOM,2023-02-15,2023-02-13,12:00,13:15,0,75,Economy,8832.0,INR,2,2026-09-05 15:43:33.413590
demo,Air India,DEL,CCU,2023-10-31,2023-10-09,10:00,13:23,1,203,Economy,5239.0,INR,22,2026-09-05 15:43:33.413590
demo,Go First,HYD,BOM,2023-02-01,2022-12-08,20:00,22:43,1,163,Economy,3150.0,INR,55,2026-09-05 15:43:33.413590
demo,Air India,CCU,BOM,2024-05-23,2024-04-20,20:00,00:20,1,260,Economy,5670.0,INR,33,2026-09-05 15:43:33.413590
demo,SpiceJet,DEL,BLR,2024-04-10,2024-02-08,14:00,17:37,1,217,Economy,4354.0,INR,62,2026-09-05 15:43:33.414590
demo,AirAsia India,AMD,DEL,2023-03-07,2023-01-21,08:00,12:02,2,242,Premium Economy,4100.0,INR,45,2026-09-05 15:43:33.414590
demo,SpiceJet,MAA,DEL,2023-10-18,2023-08-03,10:00,14:01,1,241,Economy,4418.0,INR,76,2026-09-05 15:43:33.414590
demo,Go First,GOI,BOM,2023-12-10,2023-11-30,22:00,23:15,0,75,Economy,3641.0,INR,10,2026-09-05 15:43:33.414590
demo,Vistara,GOI,BOM,2023-04-15,2023-03-17,20:00,22:00,1,120,Economy,4820.0,INR,29,2026-09-05 15:43:33.414590
demo,AirAsia India,BOM,BLR,2023-08-18,2023-08-15,14:00,16:33,1,153,Economy,6831.0,INR,3,2026-09-05 15:43:33.414590
demo,SpiceJet,GOI,DEL,2023-06-01,2023-04-25,08:00,10:55,1,175,Premium Economy,9686.0,INR,37,2026-09-05 15:43:33.414590
demo,SpiceJet,BOM,DEL,2024-03-14,2024-01-11,08:00,11:22,1,202,Economy,3558.0,INR,63,2026-09-05 15:43:33.414590
demo,SpiceJet,CCU,BOM,2024-05-08,2024-03-11,08:00,11:00,0,180,Economy,5396.0,INR,58,2026-09-05 15:43:33.414590
demo,IndiGo,MAA,DEL,2023-09-09,2023-07-06,18:00,21:00,0,180,Premium Economy,7803.0,INR,65,2026-09-05 15:43:33.414590
demo,IndiGo,DEL,HYD,2023-08-29,2023-06-17,12:00,15:38,1,218,Economy,4328.0,INR,73,2026-09-05 15:43:33.414590
demo,Go First,HYD,DEL,2023-02-28,2023-01-09,12:00,14:30,0,150,Economy,4184.0,INR,50,2026-09-05 15:43:33.414590
demo,Go First,BLR,HYD,2024-02-14,2023-11-19,08:00,09:10,0,70,Economy,1784.0,INR,87,2026-09-05 15:43:33.414590
demo,AirAsia India,BLR,BOM,2023-10-05,2023-09-04,10:00,13:01,1,181,Economy,3330.0,INR,31,2026-09-05 15:43:33.414590
demo,Go First,HYD,BOM,2023-09-11,2023-06-26,20:00,21:30,0,90,Business,11526.0,INR,77,2026-09-05 15:43:33.415589
demo,Air India,BOM,HYD,2023-12-21,2023-09-24,14:00,15:30,0,90,Economy,4073.0,INR,88,2026-09-05 15:43:33.415589
demo,SpiceJet,BLR,HYD,2024-05-19,2024-04-25,12:00,14:06,1,126,Economy,2291.0,INR,24,2026-09-05 15:43:33.415589
demo,Akasa Air,CCU,BOM,2024-06-04,2024-03-22,18:00,22:04,2,244,Economy,3384.0,INR,74,2026-09-05 15:43:33.415589
demo,SpiceJet,BOM,MAA,2024-01-25,2023-11-18,22:00,01:09,1,189,Economy,3608.0,INR,68,2026-09-05 15:43:33.415589
demo,Go First,BLR,BOM,2023-08-03,2023-05-26,14:00,17:03,1,183,Economy,2379.0,INR,69,2026-09-05 15:43:33.415589
demo,Air India,MAA,DEL,2023-12-06,2023-11-26,22:00,01:44,1,224,Premium Economy,11493.0,INR,10,2026-09-05 15:43:33.415589
demo,Go First,BLR,BOM,2023-05-24,2023-03-08,10:00,11:45,0,105,Economy,2591.0,INR,77,2026-09-05 15:43:33.415589
demo,SpiceJet,DEL,MAA,2024-05-04,2024-03-02,14:00,17:00,0,180,Economy,4396.0,INR,63,2026-09-05 15:43:33.415589
demo,AirAsia India,BLR,MAA,2023-10-14,2023-08-15,18:00,19:10,0,70,Economy,2077.0,INR,60,2026-09-05 15:43:33.415589
demo,Go First,DEL,BLR,2023-11-19,2023-09-16,06:00,08:45,0,165,Economy,4227.0,INR,64,2026-09-05 15:43:33.415589
demo,Akasa Air,GOI,BOM,2024-04-18,2024-03-13,22:00,23:56,1,116,Economy,2614.0,INR,36,2026-09-05 15:43:33.415589
